compID	cor.coefficient	glm.pvalue	glm.fdr
disp_versus_dNdS	0.28513412350706	0.00644963608288631	0.0128992721657726
essential.num_versus_dNdS	-0.264070395979477	0.0105356624457565	0.018375389999297
fold.length.sum_versus_dNdS	-0.17484212431255	0.0901379307448454	0.119300202456413
fRNAcov_versus_dNdSadj	-0.261037641330987	0.0106168919995938	0.018375389999297
gene_length_versus_dNdSadj	0.155163809173156	0.133242260650817	0.153741069981712
inv.length_versus_dNdSadj	-0.155163809173156	0.133242260650817	0.153741069981712
expr_versus_dNdSadj	-0.499499772287946	6.25926574345052e-07	3.12963287172526e-06
abund_versus_dNdSadj	-0.603933381146701	1.0038322492812e-07	6.4532073168077e-07
cai_versus_dNdSadj	-0.635557299150689	4.55079612122738e-12	6.82619418184106e-11
disp_versus_dNdSadj	0.330947259128663	0.00144234321510399	0.00432702964531196
essential.num_versus_dNdSadj	-0.309484089643824	0.00253885948434037	0.0067205103997245
fold.length.sum_versus_dNdSadj	-0.1885656160719	0.0672449030672883	0.0916975950917567
fRNAcov_versus_dN_adj_length	-0.246592927525848	0.0168308015218445	0.0285806063578491
gene_length_versus_dN_adj_length	1.89806097558942e-09	0.0619413307147288	0.0871049963175873
inv.length_versus_dN_adj_length	-1.89806097558942e-09	0.0619413307147288	0.0871049963175873
expr_versus_dN_adj_length	-0.482648496758817	3.65238770686667e-07	2.0544680851125e-06
abund_versus_dN_adj_length	-0.59774861390928	4.33408576575865e-08	3.25056432431899e-07
cai_versus_dN_adj_length	-0.60775442109242	1.46413570002067e-11	1.3177221300186e-10
disp_versus_dN_adj_length	0.3474515129272	0.00093196370470202	0.00299559762225649
essential.num_versus_dN_adj_length	-0.328000393793837	0.00162039814461328	0.00455736978172484
fold.length.sum_versus_dN_adj_length	-0.216682672836532	0.05953905439682	0.0871049963175873
fRNAcov_versus_dS_adj_length	-0.200198767659872	0.0528364310290417	0.0819875653898923
gene_length_versus_dS_adj_length	-7.78781127132825e-09	0.00421217789692863	0.00881618629589715
inv.length_versus_dS_adj_length	-3.89390563566412e-09	0.00421217789692864	0.00881618629589715
expr_versus_dS_adj_length	-0.664038234763641	6.59205798905295e-14	1.48321304753691e-12
abund_versus_dS_adj_length	-0.70053582176542	6.93691206834008e-12	7.80402607688259e-11
cai_versus_dS_adj_length	-0.75060040246259	2.28395729541684e-19	1.02778078293758e-17
disp_versus_dS_adj_length	0.287178067562401	0.00798994093017228	0.0146754017084797
essential.num_versus_dS_adj_length	-0.286794279930053	0.00757997235760413	0.0145148406847739
fold.length.sum_versus_dS_adj_length	-0.158336187542099	0.231038634610334	0.259918463936626
fRNAcov_versus_dSadj_adj_length	-0.202658912679916	0.0495397939095173	0.0782207272255536
gene_length_versus_dSadj_adj_length	3.99704243884049e-09	0.000307056469792099	0.00110540329125156
inv.length_versus_dSadj_adj_length	-3.99704243884049e-09	0.0003070564697921	0.00110540329125156
expr_versus_dSadj_adj_length	-0.0869259321707363	0.0944734054339061	0.121167403775031
abund_versus_dSadj_adj_length	-0.0389874400015899	0.247288315596607	0.271414004923105
cai_versus_dSadj_adj_length	0.0464937990487433	0.736672104322993	0.736672104322993
disp_versus_dSadj_adj_length	0.178778012890229	0.107855360199195	0.131175438080102
essential.num_versus_dSadj_adj_length	-0.184635746920342	0.0969339230200248	0.121167403775031
fold.length.sum_versus_dSadj_adj_length	-0.150490269529753	0.305199121565258	0.312135465237196
fRNAcov_versus_dNdS_adj_length	-0.204871774928507	0.0483846354631908	0.0777610212801281
gene_length_versus_dNdS_adj_length	4.68383031654265e-09	0.299104974762829	0.312135465237196
inv.length_versus_dNdS_adj_length	-9.36766063308529e-10	0.29910497476283	0.312135465237196
expr_versus_dNdS_adj_length	-0.292871178512087	0.00315313918724459	0.00788284796811147
abund_versus_dNdS_adj_length	-0.341130532973339	0.00362704114481493	0.00837009494957292
cai_versus_dNdS_adj_length	-0.409144541052481	2.22310211907038e-05	0.000100039595358167
disp_versus_dNdS_adj_length	0.285618699330621	0.00644963608288631	0.0128992721657726
essential.num_versus_dNdS_adj_length	-0.265292063904261	0.0105356624457565	0.018375389999297
fold.length.sum_versus_dNdS_adj_length	-0.186621418546999	0.0901379307448454	0.119300202456413
fRNAcov_versus_dNdSadj_adj_length	-0.231021954733459	0.0254843928028735	0.0424739880047891
gene_length_versus_dNdSadj_adj_length	1.88548066747314e-09	0.133242260650817	0.153741069981712
inv.length_versus_dNdSadj_adj_length	-1.88548066747314e-09	0.133242260650817	0.153741069981712
expr_versus_dNdSadj_adj_length	-0.480928618480977	6.25926574345052e-07	3.12963287172526e-06
abund_versus_dNdSadj_adj_length	-0.591662532662369	1.0038322492812e-07	6.4532073168077e-07
cai_versus_dNdSadj_adj_length	-0.624213059343153	4.55079612122738e-12	6.82619418184106e-11
disp_versus_dNdSadj_adj_length	0.333285002652394	0.00144234321510399	0.00432702964531196
essential.num_versus_dNdSadj_adj_length	-0.312811162491279	0.00253885948434037	0.0067205103997245
fold.length.sum_versus_dNdSadj_adj_length	-0.206208145784294	0.0672449030672883	0.0916975950917567
