compID	cor.coefficient	glm.pvalue	glm.fdr
fRNAcov_versus_small_dNdS_adj_length	-0.144375068745913	0.0462143029591134	0.0562065846800028
gene_length_versus_small_dNdS_adj_length	Inf	0.000255443139559786	0.000522497330917743
inv.length_versus_small_dNdS_adj_length	NA	0.000255443139559786	0.000522497330917743
expr_versus_small_dNdS_adj_length	-0.352938769272858	5.48169113400494e-09	2.46676101030222e-08
abund_versus_small_dNdS_adj_length	-0.407757798417151	3.13689607631666e-08	1.28327566758409e-07
cai_versus_small_dNdS_adj_length	-0.427085712850991	2.96573420379483e-12	1.90654341672525e-11
disp_versus_small_dNdS_adj_length	0.183130011466015	0.00930126543053718	0.0139518981458058
essential.num_versus_small_dNdS_adj_length	-0.179175710317534	0.0109789515447394	0.0154391506097898
fold.length.sum_versus_small_dNdS_adj_length	-0.145134314575686	0.0756815366690601	0.0896228723712553
fRNAcov_versus_small_dNdSadj_adj_length	-0.203670966497763	0.00470466895593149	0.00747859172245626
gene_length_versus_small_dNdSadj_adj_length	Inf	1.3629198366793e-05	4.22975121728059e-05
inv.length_versus_small_dNdSadj_adj_length	NA	1.3629198366793e-05	4.22975121728059e-05
expr_versus_small_dNdSadj_adj_length	-0.517895651604542	2.67600280348304e-17	3.01050315391842e-16
abund_versus_small_dNdSadj_adj_length	-0.482121777037551	3.59249244643516e-11	1.79624622321758e-10
cai_versus_small_dNdSadj_adj_length	-0.600417930023377	1.16319853403558e-23	5.2343934031601e-22
disp_versus_small_dNdSadj_adj_length	0.214021301853578	0.00260022983860383	0.0046804137094869
essential.num_versus_small_dNdSadj_adj_length	-0.209707199020155	0.00320243383084926	0.00554267393800833
fold.length.sum_versus_small_dNdSadj_adj_length	-0.204559688519641	0.0120534786724451	0.0164365618260615
