compID	cor.coefficient	glm.pvalue	glm.fdr
expr_versus_dNdS	-0.154566319119294	0.115406280921775	0.142281716204928
abund_versus_dNdS	-0.287670373269842	0.0117422584982341	0.0173246436859192
cai_versus_dNdS	-0.257293205177401	0.00616910278347742	0.0113310051125095
disp_versus_dNdS	0.261099705200531	0.0068639199953916	0.0121127999918675
essential.num_versus_dNdS	-0.24364156468795	0.0106811471127029	0.0162932752566655
fold.length.sum_versus_dNdS	-0.0105263692258451	0.912287305114324	0.912287305114324
fRNAcov_versus_dNdSadj	-0.328720390259048	0.000402113695711398	0.00109667371557654
gene_length_versus_dNdSadj	0.274154302829877	0.00344358151123854	0.00659409225556315
inv.length_versus_dNdSadj	-0.274154302829877	0.00344358151123854	0.00659409225556315
expr_versus_dNdSadj	-0.546476281600567	1.63584572411033e-09	1.13250857823023e-08
abund_versus_dNdSadj	-0.513350666462703	2.11572419172943e-06	7.61660709022593e-06
cai_versus_dNdSadj	-0.659293454611976	2.71002249680727e-15	4.06503374521091e-14
disp_versus_dNdSadj	0.328144854106911	0.00059473945792086	0.00152933003465364
essential.num_versus_dNdSadj	-0.309941385935708	0.00103905056670542	0.00217475700008111
fold.length.sum_versus_dNdSadj	-0.138284893967313	0.145933116217015	0.175119739460418
fRNAcov_versus_dN_adj_length	-0.194960661947932	0.0344390455675325	0.0455810897217341
gene_length_versus_dN_adj_length	Inf	0.000850261102279269	0.00186642680988132
inv.length_versus_dN_adj_length	NA	0.000850261102279269	0.00186642680988132
expr_versus_dN_adj_length	-0.495956706042444	7.26453952210416e-10	6.53808556989374e-09
abund_versus_dN_adj_length	-0.465153309137796	1.69595200604949e-06	6.6363339367154e-06
cai_versus_dN_adj_length	-0.613725499358621	5.4031184937903e-15	6.07850830551409e-14
disp_versus_dN_adj_length	0.336722676595624	0.000379380443454856	0.00106700749721678
essential.num_versus_dN_adj_length	-0.32116767003234	0.000655955360754409	0.00159556709372694
fold.length.sum_versus_dN_adj_length	-0.157888914663173	0.151966628894005	0.177623332473512
fRNAcov_versus_dS_adj_length	-0.340887332045845	0.000200917738811622	0.000602753216434865
gene_length_versus_dS_adj_length	Inf	1.6360295078608e-06	6.6363339367154e-06
inv.length_versus_dS_adj_length	NA	1.6360295078608e-06	6.6363339367154e-06
expr_versus_dS_adj_length	-0.737167486187925	6.87925858316384e-23	1.54783318121186e-21
abund_versus_dS_adj_length	-0.411282494534179	7.6060049653267e-06	2.53533498844223e-05
cai_versus_dS_adj_length	-0.811797188826442	2.83610198205057e-30	1.27624589192275e-28
disp_versus_dS_adj_length	0.254765122743254	0.00801039705784554	0.0131362015252766
essential.num_versus_dS_adj_length	-0.252417775225524	0.008717599785162	0.0137646312397295
fold.length.sum_versus_dS_adj_length	-0.281565548208384	0.0129559926294519	0.018508560899217
fRNAcov_versus_dSadj_adj_length	-0.0959599220439079	0.21208755068365	0.24471640463498
gene_length_versus_dSadj_adj_length	Inf	1.27450531303978e-06	6.6363339367154e-06
inv.length_versus_dSadj_adj_length	NA	1.27450531303978e-06	6.6363339367154e-06
expr_versus_dSadj_adj_length	-0.0999890897584537	0.00802767870989124	0.0131362015252766
abund_versus_dSadj_adj_length	0.00331462868659276	0.243661579098549	0.274119276485868
cai_versus_dSadj_adj_length	-0.00702159357511414	0.10548432481583	0.133712524414432
disp_versus_dSadj_adj_length	0.205454701322101	0.0292819283619369	0.0393339336205123
essential.num_versus_dSadj_adj_length	-0.209509274795264	0.0273897361493964	0.0379242500530103
fold.length.sum_versus_dSadj_adj_length	-0.0573797982615672	0.736011028269719	0.76139071889971
fRNAcov_versus_dNdS_adj_length	-0.0229361337409513	0.77570409023848	0.79333372865299
gene_length_versus_dNdS_adj_length	Inf	0.306905223896592	0.328827025603491
inv.length_versus_dNdS_adj_length	NA	0.306905223896592	0.328827025603491
expr_versus_dNdS_adj_length	-0.126803531328453	0.115406280921775	0.142281716204928
abund_versus_dNdS_adj_length	-0.272067709110623	0.0117422584982341	0.0173246436859192
cai_versus_dNdS_adj_length	-0.239556379847338	0.00616910278347742	0.0113310051125095
disp_versus_dNdS_adj_length	0.256704961563769	0.0068639199953916	0.0121127999918675
essential.num_versus_dNdS_adj_length	-0.239936677336445	0.0106811471127029	0.0162932752566655
fold.length.sum_versus_dNdS_adj_length	-0.0148906224726008	0.912287305114324	0.912287305114324
fRNAcov_versus_dNdSadj_adj_length	-0.190557608206618	0.0410509773937914	0.0535447531223367
gene_length_versus_dNdSadj_adj_length	NA	0.00344358151123854	0.00659409225556315
inv.length_versus_dNdSadj_adj_length	NA	0.00344358151123854	0.00659409225556315
expr_versus_dNdSadj_adj_length	-0.495701568008131	1.63584572411033e-09	1.13250857823023e-08
abund_versus_dNdSadj_adj_length	-0.467863243207935	2.11572419172943e-06	7.61660709022593e-06
cai_versus_dNdSadj_adj_length	-0.626136509741572	2.71002249680727e-15	4.06503374521091e-14
disp_versus_dNdSadj_adj_length	0.32394665449767	0.00059473945792086	0.00152933003465364
essential.num_versus_dNdSadj_adj_length	-0.30755292778169	0.00103905056670542	0.00217475700008111
fold.length.sum_versus_dNdSadj_adj_length	-0.156468741325082	0.145933116217015	0.175119739460418
