compID	cor.coefficient	glm.pvalue	glm.fdr
gene_length_versus_small_dNdS	0.145680945457485	0.0610976030887869	0.0901440045572267
inv.length_versus_small_dNdS	-0.145680945457485	0.061097603088787	0.0901440045572267
expr_versus_small_dNdS	-0.319674365214157	4.48208322335261e-05	0.000201693745050867
abund_versus_small_dNdS	-0.4144045621915	3.75293870155988e-06	2.11102801962743e-05
cai_versus_small_dNdS	-0.378069412627177	5.11522135599939e-07	3.28835658599961e-06
disp_versus_small_dNdS	0.196016951685788	0.0138791794292309	0.0328717407534417
essential.num_versus_small_dNdS	-0.190151843731423	0.0156902243430225	0.0353030047718005
fold.length.sum_versus_small_dNdS	-0.0861213667829632	0.269913031009286	0.329793994988467
fRNAcov_versus_small_dNdSadj	-0.206161847576023	0.00770277704812107	0.0192569426203027
gene_length_versus_small_dNdSadj	0.181445094435716	0.0193072190170452	0.0392846495946959
inv.length_versus_small_dNdSadj	-0.181445094435716	0.0193072190170453	0.0392846495946959
expr_versus_small_dNdSadj	-0.422979615126751	3.41253928725112e-08	2.55940446543834e-07
abund_versus_small_dNdSadj	-0.523944770273327	1.58332464531302e-09	1.78124022597715e-08
cai_versus_small_dNdSadj	-0.494988521873116	1.20933220413135e-11	5.4419949185911e-10
disp_versus_small_dNdSadj	0.236904119573739	0.0028143081062001	0.00904599034135748
essential.num_versus_small_dNdSadj	-0.229855534690901	0.0033549595558082	0.0100648786674246
fold.length.sum_versus_small_dNdSadj	-0.0852462460385441	0.274828329157056	0.329793994988467
fRNAcov_versus_sacCer_sacPar_dN_adj_length	-0.108969713573852	0.16210331641631	0.232265309317959
gene_length_versus_sacCer_sacPar_dN_adj_length	1.89280980235538e-09	0.0215051482039601	0.0392846495946959
inv.length_versus_sacCer_sacPar_dN_adj_length	-1.89280980235538e-09	0.0215051482039601	0.0392846495946959
expr_versus_sacCer_sacPar_dN_adj_length	-0.396780910691962	2.7279846352675e-08	2.45518617174075e-07
abund_versus_sacCer_sacPar_dN_adj_length	-0.510860362978982	7.29565100415192e-10	1.09434765062279e-08
cai_versus_sacCer_sacPar_dN_adj_length	-0.435824891532718	5.40098549873432e-10	1.09434765062279e-08
disp_versus_sacCer_sacPar_dN_adj_length	0.257507722023487	0.00120296799618403	0.00451112998569013
essential.num_versus_sacCer_sacPar_dN_adj_length	-0.251174608227091	0.00148304114493849	0.0051336039632486
fold.length.sum_versus_sacCer_sacPar_dN_adj_length	-0.109704023881672	0.241486074522982	0.306109108550258
fRNAcov_versus_sacCer_sacPar_dS_adj_length	-0.0257122448092174	0.741514185732677	0.794479484713583
gene_length_versus_sacCer_sacPar_dS_adj_length	0	0.170327893499837	0.232265309317959
inv.length_versus_sacCer_sacPar_dS_adj_length	-9.3665976861712e-10	0.170327893499837	0.232265309317959
expr_versus_sacCer_sacPar_dS_adj_length	-0.26545886199208	0.000312111916274357	0.00127682147566782
abund_versus_sacCer_sacPar_dS_adj_length	-0.376942769931897	1.55497129065813e-05	7.77485645329065e-05
cai_versus_sacCer_sacPar_dS_adj_length	-0.158037859078805	0.022697797543602	0.0392846495946959
disp_versus_sacCer_sacPar_dS_adj_length	0.16958946045746	0.0329379196042688	0.0520072414804244
essential.num_versus_sacCer_sacPar_dS_adj_length	-0.170009006162734	0.0312037126657667	0.0510606207258001
fold.length.sum_versus_sacCer_sacPar_dS_adj_length	-0.0261917193015052	0.836183992132131	0.875076270835951
fRNAcov_versus_small_dSadj_adj_length	-0.0618893604896564	0.429973353581027	0.502566257432369
gene_length_versus_small_dSadj_adj_length	-4.66229386950181e-10	0.527764523769808	0.572274784810635
inv.length_versus_small_dSadj_adj_length	-4.66229386950181e-10	0.527764523769808	0.572274784810635
expr_versus_small_dSadj_adj_length	0.016375899847097	0.979899345376483	0.979899345376483
abund_versus_small_dSadj_adj_length	0.021948866021782	0.951078891564962	0.972694320918712
cai_versus_small_dSadj_adj_length	0.192038522782121	0.0226330177748897	0.0392846495946959
disp_versus_small_dSadj_adj_length	0.216024697133984	0.00651250106460291	0.0183164092441957
essential.num_versus_small_dSadj_adj_length	-0.210307986725882	0.00744400648017354	0.0191417309490177
fold.length.sum_versus_small_dSadj_adj_length	-0.0620461730031256	0.46443742523299	0.529105927480621
fRNAcov_versus_small_dNdS_adj_length	-0.100468801914484	0.199081795257426	0.259671906857512
gene_length_versus_small_dNdS_adj_length	1.88273082973966e-09	0.0610976030887869	0.0901440045572267
inv.length_versus_small_dNdS_adj_length	-1.88273082973966e-09	0.061097603088787	0.0901440045572267
expr_versus_small_dNdS_adj_length	-0.293807824551605	4.48208322335261e-05	0.000201693745050867
abund_versus_small_dNdS_adj_length	-0.392644864912594	3.75293870155988e-06	2.11102801962743e-05
cai_versus_small_dNdS_adj_length	-0.359002678148416	5.11522135599939e-07	3.28835658599961e-06
disp_versus_small_dNdS_adj_length	0.19651143692167	0.0138791794292309	0.0328717407534417
essential.num_versus_small_dNdS_adj_length	-0.191763949342983	0.0156902243430225	0.0353030047718005
fold.length.sum_versus_small_dNdS_adj_length	-0.101031172797853	0.269913031009286	0.329793994988467
fRNAcov_versus_small_dNdSadj_adj_length	-0.103378014163937	0.186162914362263	0.250069586456772
gene_length_versus_small_dNdSadj_adj_length	0	0.0193072190170452	0.0392846495946959
inv.length_versus_small_dNdSadj_adj_length	-1.89408491948454e-09	0.0193072190170453	0.0392846495946959
expr_versus_small_dNdSadj_adj_length	-0.394419632264664	3.41253928725112e-08	2.55940446543834e-07
abund_versus_small_dNdSadj_adj_length	-0.500324546297057	1.58332464531302e-09	1.78124022597715e-08
cai_versus_small_dNdSadj_adj_length	-0.474921452698697	1.20933220413135e-11	5.4419949185911e-10
disp_versus_small_dNdSadj_adj_length	0.238873466736928	0.0028143081062001	0.00904599034135748
essential.num_versus_small_dNdSadj_adj_length	-0.23318596237943	0.0033549595558082	0.0100648786674246
fold.length.sum_versus_small_dNdSadj_adj_length	-0.104108149036817	0.274828329157056	0.329793994988467
